Major Group,Minor Group,Broad Group,Detailed Occupation,Occupation Name,Group,Major Name,Minor Name,Broad Name,Description,Sample of reported job titles
11-0000.00,11-9000.00,11-9190.00,11-9199.00,"Managers, All Other",Role,Management Occupations,Other Management Occupations,Miscellaneous Managers,All managers not listed separately.,
11-0000.00,11-9000.00,11-9190.00,11-9199.01,Regulatory Affairs Managers,Role,Management Occupations,Other Management Occupations,Miscellaneous Managers,"Plan, direct, or coordinate production activities of an organization to ensure compliance with regulations and standard operating procedures.",
11-0000.00,11-9000.00,11-9190.00,11-9199.02,Compliance Managers,Role,Management Occupations,Other Management Occupations,Miscellaneous Managers,"Plan, direct, or coordinate activities of an organization to ensure compliance with ethical or regulatory standards.",
11-0000.00,11-9000.00,11-9190.00,11-9199.03,Investment Fund Managers,Role,Management Occupations,Other Management Occupations,Miscellaneous Managers,"Plan, direct, or coordinate investment strategy or operations for a large pool of liquid assets supplied by institutional investors or individual investors.",
11-0000.00,11-9000.00,11-9190.00,11-9199.04,Supply Chain Managers,Role,Management Occupations,Other Management Occupations,Miscellaneous Managers,"Direct or coordinate production, purchasing, warehousing, distribution, or financial forecasting services or activities to limit costs and improve accuracy, customer service, or safety. Examine existing procedures or opportunities for streamlining activities to meet product distribution needs. Direct the movement, storage, or processing of inventory.",
11-0000.00,11-9000.00,11-9190.00,11-9199.07,Security Managers,Role,Management Occupations,Other Management Occupations,Miscellaneous Managers,"Direct an organization's security functions, including physical security and safety of employees, facilities, and assets.",
11-0000.00,11-9000.00,11-9190.00,11-9199.08,Loss Prevention Managers,Role,Management Occupations,Other Management Occupations,Miscellaneous Managers,"Plan and direct policies, procedures, or systems to prevent the loss of assets. Determine risk exposure or potential liability, and develop risk control measures.",
11-0000.00,11-9000.00,11-9190.00,11-9199.09,Wind Energy Operations Managers,Role,Management Occupations,Other Management Occupations,Miscellaneous Managers,"Manage wind field operations, including personnel, maintenance activities, financial activities, and planning.",
11-0000.00,11-9000.00,11-9190.00,11-9199.10,Wind Energy Project Managers,Role,Management Occupations,Other Management Occupations,Miscellaneous Managers,"Lead or manage the development and evaluation of potential wind energy business opportunities, including environmental studies, permitting, and proposals. May also manage construction of projects.",
11-0000.00,11-9000.00,11-9190.00,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Role,Management Occupations,Other Management Occupations,Miscellaneous Managers,Plan and direct cleanup and redevelopment of contaminated properties for reuse. Does not include properties sufficiently contaminated to qualify as Superfund sites.,
13-0000.00,13-0000.00,13-0000.00,13-0000.00,Business and Financial Operations Occupations,Major,Major Group,Major Group,Major Group,"13-0000.00 Business and Financial Operations Occupations refers to a broad category of jobs within the U.S. Bureau of Labor Statistics (BLS) Occupational Classification System that encompass roles related to managing a company's finances, including accounting, budgeting, financial analysis, financial planning, and overall business operations.",
13-0000.00,13-1000.00,13-1000.00,13-1000.00,Business Operations Specialists,Main,Business and Financial Operations Occupations,Minor Group,Minor Group,"Business Operations Specialists are professionals who support and facilitate the operations of businesses across various industries. They are responsible for analyzing and improving organizational processes, systems, and procedures to enhance efficiency and productivity.",
13-0000.00,13-1000.00,13-1010.00,13-1010.00,"Agents and Business Managers of Artists, Performers, and Athletes",Titled,Business and Financial Operations Occupations,Business Operations Specialists,Broad Group,"Represent and promote artists, performers, and athletes to prospective employers. May handle contract negotiation and other business matters for clients.",
13-0000.00,13-1000.00,13-1010.00,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Role,Business and Financial Operations Occupations,Business Operations Specialists,"Agents and Business Managers of Artists, Performers, and Athletes","Represent and promote artists, performers, and athletes to prospective employers. May handle contract negotiation and other business matters for clients.",
13-0000.00,13-1000.00,13-1020.00,13-1020.00,Buyers and Purchasing Agents,Titled,Business and Financial Operations Occupations,Business Operations Specialists,Broad Group,"Purchase goods and services for organizations, evaluate suppliers, negotiate contracts, and review product quality to ensure cost-effectiveness and efficiency.",
13-0000.00,13-1000.00,13-1020.00,13-1021.00,"Buyers and Purchasing Agents, Farm Products",Role,Business and Financial Operations Occupations,Business Operations Specialists,Buyers and Purchasing Agents,Purchase farm products either for further processing or resale.,
13-0000.00,13-1000.00,13-1020.00,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Role,Business and Financial Operations Occupations,Business Operations Specialists,Buyers and Purchasing Agents,"Buy merchandise or commodities, other than farm products, for resale to consumers at the wholesale or retail level, including both durable and nondurable goods.  Analyze past buying trends, sales records, price, and quality of merchandise to determine value and yield.  Select, order, and authorize payment for merchandise according to contractual agreements. May conduct meetings with sales personnel and introduce new products.",
13-0000.00,13-1000.00,13-1020.00,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Role,Business and Financial Operations Occupations,Business Operations Specialists,Buyers and Purchasing Agents,"Purchase machinery, equipment, tools, parts, supplies, or services necessary for the operation of an establishment. Purchase raw or semi-finished materials for manufacturing.",
